order_id,product_id,quantity,subtotal,customer_id,order_date,order_status,payment_method,name,age,gender,city,signup_date,product_name,category,price,stock_quantity
140,66,3,10557,137,2022-06-09,Delivered,Credit Card,Customer_137,40,Male,Delhi,2021-03-12,Product_66,Books,3519,65
145,66,3,10557,11,2023-01-16,Delivered,UPI,Customer_11,41,Female,Delhi,2021-04-11,Product_66,Books,3519,65
207,66,2,7038,105,2023-04-06,Delivered,COD,Customer_105,50,Female,Bangalore,2021-06-16,Product_66,Books,3519,65
38,66,1,3519,125,2022-11-14,Cancelled,Credit Card,Customer_125,26,Male,Chennai,2021-05-02,Product_66,Books,3519,65
55,66,1,3519,67,2022-06-26,Processing,UPI,Customer_67,32,Male,Delhi,2021-04-23,Product_66,Books,3519,65
64,66,4,14076,33,2023-03-22,Delivered,COD,Customer_33,54,Female,Mumbai,2021-06-11,Product_66,Books,3519,65
69,66,3,10557,185,2023-03-13,Delivered,UPI,Customer_185,19,Male,Mumbai,2021-04-28,Product_66,Books,3519,65
85,66,1,3519,159,2022-07-17,Delivered,COD,Customer_159,18,Male,Chennai,2021-07-19,Product_66,Books,3519,65
329,66,2,7038,115,2023-03-11,Delivered,Wallet,Customer_115,52,Male,Mumbai,2021-07-05,Product_66,Books,3519,65
363,66,1,3519,27,2022-04-02,Delivered,UPI,Customer_27,44,Male,Mumbai,2021-03-22,Product_66,Books,3519,65
284,66,1,3519,182,2022-03-01,Delivered,COD,Customer_182,54,Female,Bangalore,2021-02-16,Product_66,Books,3519,65
477,66,3,10557,176,2022-06-10,Delivered,COD,Customer_176,41,Female,Chennai,2021-02-27,Product_66,Books,3519,65
342,66,2,7038,98,2023-05-04,Delivered,Credit Card,Customer_98,58,Male,Bangalore,2021-05-24,Product_66,Books,3519,65
166,100,2,8722,137,2022-01-09,Delivered,UPI,Customer_137,40,Male,Delhi,2021-03-12,Product_100,Home,4361,124
415,100,2,8722,40,2023-01-13,Delivered,COD,Customer_40,42,Female,Delhi,2021-03-16,Product_100,Home,4361,124
458,100,3,13083,154,2022-04-12,Delivered,UPI,Customer_154,28,Female,Delhi,2021-06-22,Product_100,Home,4361,124
123,100,4,17444,104,2022-08-03,Delivered,Credit Card,Customer_104,51,Female,Delhi,2021-07-05,Product_100,Home,4361,124
356,100,1,4361,153,2023-04-04,Cancelled,Credit Card,Customer_153,47,Male,Mumbai,2021-07-14,Product_100,Home,4361,124
100,100,2,8722,155,2022-03-13,Delivered,Credit Card,Customer_155,45,Male,Delhi,2021-05-21,Product_100,Home,4361,124
320,100,4,17444,86,2023-04-05,Delivered,COD,Customer_86,18,Male,Delhi,2021-03-24,Product_100,Home,4361,124
107,100,1,4361,27,2023-05-08,Delivered,Wallet,Customer_27,44,Male,Mumbai,2021-03-22,Product_100,Home,4361,124
118,100,2,8722,90,2022-09-19,Delivered,COD,Customer_90,34,Female,Chennai,2021-03-10,Product_100,Home,4361,124
299,100,1,4361,29,2022-01-12,Delivered,Credit Card,Customer_29,45,Male,Mumbai,2021-01-08,Product_100,Home,4361,124
323,100,3,13083,81,2023-01-30,Processing,Wallet,Customer_81,18,Female,Chennai,2021-01-09,Product_100,Home,4361,124
300,100,4,17444,188,2023-02-10,Delivered,UPI,Customer_188,54,Male,Mumbai,2021-01-20,Product_100,Home,4361,124
430,100,1,4361,98,2022-06-15,Delivered,UPI,Customer_98,58,Male,Bangalore,2021-05-24,Product_100,Home,4361,124
166,26,4,1420,137,2022-01-09,Delivered,UPI,Customer_137,40,Male,Delhi,2021-03-12,Product_26,Electronics,355,104
330,26,3,1065,14,2023-04-04,Processing,Wallet,Customer_14,41,Male,Chennai,2021-03-06,Product_26,Electronics,355,104
29,26,3,1065,89,2022-08-15,Returned,COD,Customer_89,28,Female,Bangalore,2021-04-27,Product_26,Electronics,355,104
296,26,4,1420,125,2022-08-07,Cancelled,Wallet,Customer_125,26,Male,Chennai,2021-05-02,Product_26,Electronics,355,104
151,26,3,1065,90,2022-12-23,Returned,COD,Customer_90,34,Female,Chennai,2021-03-10,Product_26,Electronics,355,104
340,26,1,355,29,2022-04-09,Cancelled,COD,Customer_29,45,Male,Mumbai,2021-01-08,Product_26,Electronics,355,104
484,26,3,1065,187,2022-08-13,Delivered,UPI,Customer_187,40,Male,Mumbai,2021-05-27,Product_26,Electronics,355,104
316,65,4,8724,137,2022-09-08,Delivered,UPI,Customer_137,40,Male,Delhi,2021-03-12,Product_65,Electronics,2181,130
7,65,2,4362,64,2023-02-13,Delivered,UPI,Customer_64,53,Female,Mumbai,2021-04-15,Product_65,Electronics,2181,130
393,65,4,8724,11,2022-01-27,Processing,Credit Card,Customer_11,41,Female,Delhi,2021-04-11,Product_65,Electronics,2181,130
21,65,3,6543,83,2023-02-18,Delivered,COD,Customer_83,24,Female,Mumbai,2021-01-28,Product_65,Electronics,2181,130
458,65,2,4362,154,2022-04-12,Delivered,UPI,Customer_154,28,Female,Delhi,2021-06-22,Product_65,Electronics,2181,130
187,65,1,2181,179,2022-06-25,Returned,UPI,Customer_179,56,Male,Bangalore,2021-06-09,Product_65,Electronics,2181,130
456,65,1,2181,143,2022-08-05,Delivered,Wallet,Customer_143,49,Female,Chennai,2021-01-19,Product_65,Electronics,2181,130
151,65,4,8724,90,2022-12-23,Returned,COD,Customer_90,34,Female,Chennai,2021-03-10,Product_65,Electronics,2181,130
144,65,1,2181,41,2022-04-30,Cancelled,Wallet,Customer_41,31,Male,Chennai,2021-06-06,Product_65,Electronics,2181,130
467,65,3,6543,151,2022-03-17,Delivered,Credit Card,Customer_151,45,Male,Mumbai,2021-02-08,Product_65,Electronics,2181,130
149,65,4,8724,101,2022-03-09,Delivered,UPI,Customer_101,26,Female,Bangalore,2021-04-19,Product_65,Electronics,2181,130
473,65,3,6543,117,2022-11-06,Cancelled,Credit Card,Customer_117,31,Female,Delhi,2021-01-07,Product_65,Electronics,2181,130
186,65,4,8724,108,2022-11-12,Delivered,Wallet,Customer_108,54,Male,Delhi,2021-05-13,Product_65,Electronics,2181,130
201,65,4,8724,156,2022-11-19,Delivered,Credit Card,Customer_156,42,Female,Delhi,2021-05-06,Product_65,Electronics,2181,130
417,65,3,6543,129,2023-02-08,Delivered,Wallet,Customer_129,59,Male,Mumbai,2021-06-14,Product_65,Electronics,2181,130
475,61,3,2448,137,2022-04-02,Delivered,Wallet,Customer_137,40,Male,Delhi,2021-03-12,Product_61,Clothing,816,164
15,61,3,2448,14,2023-01-17,Delivered,UPI,Customer_14,41,Male,Chennai,2021-03-06,Product_61,Clothing,816,164
283,61,3,2448,165,2023-02-16,Delivered,Credit Card,Customer_165,23,Male,Bangalore,2021-05-11,Product_61,Clothing,816,164
26,61,4,3264,132,2022-10-01,Delivered,COD,Customer_132,56,Female,Mumbai,2021-05-16,Product_61,Clothing,816,164
28,61,4,3264,42,2022-04-06,Delivered,COD,Customer_42,26,Male,Delhi,2021-04-30,Product_61,Clothing,816,164
315,61,1,816,166,2022-06-13,Delivered,Wallet,Customer_166,25,Female,Chennai,2021-04-02,Product_61,Clothing,816,164
352,61,4,3264,166,2022-06-24,Cancelled,COD,Customer_166,25,Female,Chennai,2021-04-02,Product_61,Clothing,816,164
270,61,2,1632,97,2022-12-10,Delivered,COD,Customer_97,56,Male,Delhi,2021-05-31,Product_61,Clothing,816,164
60,61,4,3264,192,2022-06-07,Cancelled,UPI,Customer_192,36,Female,Chennai,2021-02-18,Product_61,Clothing,816,164
94,61,2,1632,157,2022-08-14,Delivered,Wallet,Customer_157,56,Male,Chennai,2021-02-27,Product_61,Clothing,816,164
469,61,3,2448,86,2022-02-15,Delivered,Credit Card,Customer_86,18,Male,Delhi,2021-03-24,Product_61,Clothing,816,164
95,61,1,816,47,2022-06-02,Processing,COD,Customer_47,24,Male,Chennai,2021-04-11,Product_61,Clothing,816,164
87,61,4,3264,109,2023-03-16,Delivered,COD,Customer_109,52,Male,Mumbai,2021-06-12,Product_61,Clothing,816,164
496,61,1,816,171,2022-06-15,Delivered,UPI,Customer_171,59,Male,Bangalore,2021-02-25,Product_61,Clothing,816,164
139,61,1,816,122,2022-01-03,Delivered,Credit Card,Customer_122,31,Male,Chennai,2021-05-17,Product_61,Clothing,816,164
225,61,3,2448,29,2022-06-30,Delivered,Credit Card,Customer_29,45,Male,Mumbai,2021-01-08,Product_61,Clothing,816,164
340,61,4,3264,29,2022-04-09,Cancelled,COD,Customer_29,45,Male,Mumbai,2021-01-08,Product_61,Clothing,816,164
201,61,3,2448,156,2022-11-19,Delivered,Credit Card,Customer_156,42,Female,Delhi,2021-05-06,Product_61,Clothing,816,164
285,61,1,816,142,2022-12-01,Delivered,COD,Customer_142,30,Male,Delhi,2021-06-08,Product_61,Clothing,816,164
348,61,3,2448,85,2022-03-16,Returned,Credit Card,Customer_85,41,Male,Chennai,2021-02-21,Product_61,Clothing,816,164
294,61,3,2448,147,2022-08-30,Delivered,Wallet,Customer_147,19,Female,Mumbai,2021-06-16,Product_61,Clothing,816,164
479,61,2,1632,59,2023-02-28,Returned,UPI,Customer_59,46,Female,Mumbai,2021-04-23,Product_61,Clothing,816,164
475,96,4,18568,137,2022-04-02,Delivered,Wallet,Customer_137,40,Male,Delhi,2021-03-12,Product_96,Books,4642,160
79,96,1,4642,123,2022-07-06,Returned,COD,Customer_123,56,Male,Delhi,2021-06-27,Product_96,Books,4642,160
40,96,3,13926,97,2022-08-24,Processing,COD,Customer_97,56,Male,Delhi,2021-05-31,Product_96,Books,4642,160
53,96,3,13926,198,2022-03-06,Delivered,Credit Card,Customer_198,21,Male,Chennai,2021-02-23,Product_96,Books,4642,160
495,96,3,13926,37,2022-07-13,Delivered,COD,Customer_37,56,Female,Mumbai,2021-07-15,Product_96,Books,4642,160
490,96,4,18568,108,2022-03-18,Delivered,COD,Customer_108,54,Male,Delhi,2021-05-13,Product_96,Books,4642,160
208,96,3,13926,177,2022-08-25,Delivered,Credit Card,Customer_177,58,Male,Delhi,2021-02-13,Product_96,Books,4642,160
326,96,4,18568,59,2023-01-02,Cancelled,UPI,Customer_59,46,Female,Mumbai,2021-04-23,Product_96,Books,4642,160
434,96,1,4642,44,2022-08-02,Processing,COD,Customer_44,19,Male,Bangalore,2021-01-21,Product_96,Books,4642,160
2,10,1,1245,162,2023-01-11,Delivered,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_10,Electronics,1245,193
3,10,2,2490,76,2023-05-12,Delivered,UPI,Customer_76,43,Female,Chennai,2021-04-10,Product_10,Electronics,1245,193
392,10,4,4980,40,2022-07-27,Returned,Wallet,Customer_40,42,Female,Delhi,2021-03-16,Product_10,Electronics,1245,193
283,10,3,3735,165,2023-02-16,Delivered,Credit Card,Customer_165,23,Male,Bangalore,2021-05-11,Product_10,Electronics,1245,193
241,10,4,4980,179,2023-03-02,Delivered,UPI,Customer_179,56,Male,Bangalore,2021-06-09,Product_10,Electronics,1245,193
88,10,4,4980,180,2022-11-15,Delivered,UPI,Customer_180,19,Female,Delhi,2021-06-22,Product_10,Electronics,1245,193
89,10,3,3735,184,2022-10-29,Processing,Wallet,Customer_184,19,Male,Chennai,2021-03-21,Product_10,Electronics,1245,193
476,10,4,4980,115,2022-05-28,Delivered,UPI,Customer_115,52,Male,Mumbai,2021-07-05,Product_10,Electronics,1245,193
252,10,4,4980,110,2022-07-25,Delivered,Credit Card,Customer_110,57,Female,Delhi,2021-03-16,Product_10,Electronics,1245,193
473,10,4,4980,117,2022-11-06,Cancelled,Credit Card,Customer_117,31,Female,Delhi,2021-01-07,Product_10,Electronics,1245,193
344,10,3,3735,75,2022-09-28,Delivered,UPI,Customer_75,41,Female,Mumbai,2021-06-26,Product_10,Electronics,1245,193
265,10,2,2490,187,2022-12-26,Returned,COD,Customer_187,40,Male,Mumbai,2021-05-27,Product_10,Electronics,1245,193
321,10,3,3735,108,2022-01-07,Delivered,COD,Customer_108,54,Male,Delhi,2021-05-13,Product_10,Electronics,1245,193
479,10,4,4980,59,2023-02-28,Returned,UPI,Customer_59,46,Female,Mumbai,2021-04-23,Product_10,Electronics,1245,193
369,10,1,1245,12,2023-03-19,Processing,COD,Customer_12,53,Female,Delhi,2021-01-12,Product_10,Electronics,1245,193
2,14,2,1278,162,2023-01-11,Delivered,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_14,Books,639,93
18,14,4,2556,35,2022-08-15,Returned,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_14,Books,639,93
379,14,2,1278,64,2023-02-26,Returned,UPI,Customer_64,53,Female,Mumbai,2021-04-15,Product_14,Books,639,93
24,14,2,1278,154,2022-09-26,Cancelled,COD,Customer_154,28,Female,Delhi,2021-06-22,Product_14,Books,639,93
423,14,4,2556,39,2023-03-31,Delivered,Credit Card,Customer_39,21,Female,Chennai,2021-04-24,Product_14,Books,639,93
45,14,2,1278,145,2022-08-27,Delivered,COD,Customer_145,39,Female,Mumbai,2021-04-18,Product_14,Books,639,93
130,14,4,2556,68,2022-03-02,Delivered,Credit Card,Customer_68,25,Female,Bangalore,2021-03-03,Product_14,Books,639,93
308,14,4,2556,130,2022-07-29,Delivered,Credit Card,Customer_130,30,Female,Mumbai,2021-06-15,Product_14,Books,639,93
396,14,3,1917,187,2023-03-06,Cancelled,Credit Card,Customer_187,40,Male,Mumbai,2021-05-27,Product_14,Books,639,93
426,14,3,1917,108,2022-08-24,Delivered,UPI,Customer_108,54,Male,Delhi,2021-05-13,Product_14,Books,639,93
224,14,1,639,158,2022-12-11,Returned,UPI,Customer_158,50,Female,Mumbai,2021-05-28,Product_14,Books,639,93
398,14,3,1917,54,2022-05-25,Delivered,Wallet,Customer_54,21,Female,Bangalore,2021-06-01,Product_14,Books,639,93
480,14,3,1917,82,2023-02-20,Processing,UPI,Customer_82,42,Male,Delhi,2021-07-18,Product_14,Books,639,93
457,14,2,1278,59,2022-10-16,Delivered,COD,Customer_59,46,Female,Mumbai,2021-04-23,Product_14,Books,639,93
2,39,4,17032,162,2023-01-11,Delivered,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_39,Books,4258,187
147,39,3,12774,1,2022-03-30,Processing,Credit Card,Customer_1,56,Male,Chennai,2021-06-01,Product_39,Books,4258,187
478,39,4,17032,72,2022-07-21,Cancelled,COD,Customer_72,38,Male,Mumbai,2021-05-21,Product_39,Books,4258,187
179,39,3,12774,135,2022-09-08,Returned,Wallet,Customer_135,47,Female,Bangalore,2021-03-27,Product_39,Books,4258,187
90,39,3,12774,15,2022-12-10,Delivered,Credit Card,Customer_15,20,Female,Mumbai,2021-06-10,Product_39,Books,4258,187
251,39,3,12774,10,2022-09-15,Processing,UPI,Customer_10,28,Male,Delhi,2021-06-20,Product_39,Books,4258,187
411,39,3,12774,109,2023-03-04,Delivered,Credit Card,Customer_109,52,Male,Mumbai,2021-06-12,Product_39,Books,4258,187
460,39,1,4258,26,2023-01-27,Delivered,Credit Card,Customer_26,42,Female,Delhi,2021-02-04,Product_39,Books,4258,187
468,39,1,4258,26,2023-01-12,Returned,UPI,Customer_26,42,Female,Delhi,2021-02-04,Product_39,Books,4258,187
135,39,2,8516,127,2022-12-04,Delivered,Wallet,Customer_127,32,Female,Chennai,2021-01-05,Product_39,Books,4258,187
365,39,1,4258,31,2022-01-21,Delivered,Credit Card,Customer_31,32,Female,Delhi,2021-06-03,Product_39,Books,4258,187
185,39,4,17032,187,2022-02-06,Cancelled,Wallet,Customer_187,40,Male,Mumbai,2021-05-27,Product_39,Books,4258,187
226,39,3,12774,49,2022-06-19,Processing,UPI,Customer_49,52,Female,Delhi,2021-07-11,Product_39,Books,4258,187
261,39,3,12774,8,2022-06-04,Delivered,UPI,Customer_8,40,Female,Bangalore,2021-07-08,Product_39,Books,4258,187
322,39,3,12774,24,2022-01-29,Delivered,UPI,Customer_24,29,Female,Delhi,2021-02-15,Product_39,Books,4258,187
180,56,4,19636,162,2023-01-24,Delivered,UPI,Customer_162,58,Female,Delhi,2021-04-15,Product_56,Clothing,4909,55
18,56,2,9818,35,2022-08-15,Returned,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_56,Clothing,4909,55
170,56,2,9818,154,2022-09-18,Delivered,Credit Card,Customer_154,28,Female,Delhi,2021-06-22,Product_56,Clothing,4909,55
50,56,4,19636,179,2022-12-25,Cancelled,UPI,Customer_179,56,Male,Bangalore,2021-06-09,Product_56,Clothing,4909,55
370,56,3,14727,53,2022-03-25,Delivered,UPI,Customer_53,57,Female,Delhi,2021-04-06,Product_56,Clothing,4909,55
470,56,2,9818,135,2022-06-09,Delivered,UPI,Customer_135,47,Female,Bangalore,2021-03-27,Product_56,Clothing,4909,55
104,56,1,4909,36,2022-11-06,Delivered,Wallet,Customer_36,26,Female,Chennai,2021-05-15,Product_56,Clothing,4909,55
377,56,2,9818,122,2022-02-27,Delivered,Credit Card,Customer_122,31,Male,Chennai,2021-05-17,Product_56,Clothing,4909,55
334,56,3,14727,25,2023-04-27,Delivered,COD,Customer_25,39,Male,Bangalore,2021-05-10,Product_56,Clothing,4909,55
244,56,3,14727,129,2022-12-29,Delivered,Credit Card,Customer_129,59,Male,Mumbai,2021-06-14,Product_56,Clothing,4909,55
372,56,1,4909,138,2022-05-27,Returned,Wallet,Customer_138,56,Male,Mumbai,2021-02-14,Product_56,Clothing,4909,55
180,94,4,5832,162,2023-01-24,Delivered,UPI,Customer_162,58,Female,Delhi,2021-04-15,Product_94,Electronics,1458,12
15,94,1,1458,14,2023-01-17,Delivered,UPI,Customer_14,41,Male,Chennai,2021-03-06,Product_94,Electronics,1458,12
234,94,1,1458,78,2022-08-23,Delivered,Credit Card,Customer_78,58,Female,Chennai,2021-07-08,Product_94,Electronics,1458,12
37,94,2,2916,179,2023-04-22,Delivered,Wallet,Customer_179,56,Male,Bangalore,2021-06-09,Product_94,Electronics,1458,12
50,94,3,4374,179,2022-12-25,Cancelled,UPI,Customer_179,56,Male,Bangalore,2021-06-09,Product_94,Electronics,1458,12
81,94,4,5832,97,2022-03-02,Delivered,Wallet,Customer_97,56,Male,Delhi,2021-05-31,Product_94,Electronics,1458,12
193,94,1,1458,198,2022-04-24,Delivered,Wallet,Customer_198,21,Male,Chennai,2021-02-23,Product_94,Electronics,1458,12
115,94,2,2916,200,2022-08-29,Delivered,Wallet,Customer_200,34,Female,Chennai,2021-01-03,Product_94,Electronics,1458,12
67,94,4,5832,157,2023-03-08,Processing,Credit Card,Customer_157,56,Male,Chennai,2021-02-27,Product_94,Electronics,1458,12
105,94,4,5832,26,2023-01-08,Delivered,UPI,Customer_26,42,Female,Delhi,2021-02-04,Product_94,Electronics,1458,12
365,94,2,2916,31,2022-01-21,Delivered,Credit Card,Customer_31,32,Female,Delhi,2021-06-03,Product_94,Electronics,1458,12
448,94,4,5832,149,2022-12-04,Cancelled,COD,Customer_149,23,Female,Delhi,2021-03-31,Product_94,Electronics,1458,12
171,94,4,5832,169,2023-01-30,Processing,COD,Customer_169,54,Male,Delhi,2021-04-23,Product_94,Electronics,1458,12
204,94,1,1458,199,2022-12-20,Delivered,Credit Card,Customer_199,28,Female,Bangalore,2021-04-28,Product_94,Electronics,1458,12
295,94,4,5832,112,2022-11-20,Delivered,UPI,Customer_112,44,Female,Bangalore,2021-03-17,Product_94,Electronics,1458,12
492,94,3,4374,45,2022-06-03,Returned,UPI,Customer_45,37,Male,Bangalore,2021-06-13,Product_94,Electronics,1458,12
180,84,3,10422,162,2023-01-24,Delivered,UPI,Customer_162,58,Female,Delhi,2021-04-15,Product_84,Sports,3474,37
17,84,4,13896,30,2022-11-07,Delivered,Credit Card,Customer_30,33,Female,Chennai,2021-04-03,Product_84,Sports,3474,37
220,84,3,10422,123,2022-06-18,Delivered,Wallet,Customer_123,56,Male,Delhi,2021-06-27,Product_84,Sports,3474,37
346,84,1,3474,146,2022-10-12,Processing,Wallet,Customer_146,45,Male,Delhi,2021-07-01,Product_84,Sports,3474,37
179,84,4,13896,135,2022-09-08,Returned,Wallet,Customer_135,47,Female,Bangalore,2021-03-27,Product_84,Sports,3474,37
64,84,2,6948,33,2023-03-22,Delivered,COD,Customer_33,54,Female,Mumbai,2021-06-11,Product_84,Sports,3474,37
72,84,1,3474,183,2022-03-14,Delivered,COD,Customer_183,34,Male,Delhi,2021-05-29,Product_84,Sports,3474,37
75,84,2,6948,86,2023-01-12,Delivered,Credit Card,Customer_86,18,Male,Delhi,2021-03-24,Product_84,Sports,3474,37
362,84,4,13896,86,2023-03-16,Processing,COD,Customer_86,18,Male,Delhi,2021-03-24,Product_84,Sports,3474,37
111,84,3,10422,74,2022-08-14,Delivered,Wallet,Customer_74,35,Male,Chennai,2021-01-19,Product_84,Sports,3474,37
218,84,2,6948,141,2022-02-28,Cancelled,Credit Card,Customer_141,53,Male,Chennai,2021-03-11,Product_84,Sports,3474,37
325,84,3,10422,120,2022-05-14,Delivered,UPI,Customer_120,22,Female,Bangalore,2021-06-17,Product_84,Sports,3474,37
236,84,2,6948,175,2022-11-10,Delivered,COD,Customer_175,49,Male,Mumbai,2021-05-14,Product_84,Sports,3474,37
191,84,3,10422,199,2023-04-06,Delivered,UPI,Customer_199,28,Female,Bangalore,2021-04-28,Product_84,Sports,3474,37
474,84,4,13896,7,2022-03-27,Delivered,UPI,Customer_7,36,Female,Delhi,2021-06-10,Product_84,Sports,3474,37
301,84,4,13896,82,2023-02-05,Cancelled,COD,Customer_82,42,Male,Delhi,2021-07-18,Product_84,Sports,3474,37
253,99,4,17776,162,2022-03-18,Returned,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_99,Sports,4444,47
358,99,3,13332,76,2022-07-14,Delivered,Credit Card,Customer_76,43,Female,Chennai,2021-04-10,Product_99,Sports,4444,47
355,99,1,4444,165,2022-01-22,Cancelled,Credit Card,Customer_165,23,Male,Bangalore,2021-05-11,Product_99,Sports,4444,47
126,99,1,4444,104,2022-04-09,Processing,Credit Card,Customer_104,51,Female,Delhi,2021-07-05,Product_99,Sports,4444,47
173,99,2,8888,63,2022-08-14,Processing,UPI,Customer_63,27,Female,Delhi,2021-04-09,Product_99,Sports,4444,47
104,99,3,13332,36,2022-11-06,Delivered,Wallet,Customer_36,26,Female,Chennai,2021-05-15,Product_99,Sports,4444,47
419,99,3,13332,171,2022-01-15,Cancelled,Wallet,Customer_171,59,Male,Bangalore,2021-02-25,Product_99,Sports,4444,47
364,99,4,17776,57,2023-04-22,Delivered,COD,Customer_57,59,Male,Bangalore,2021-02-06,Product_99,Sports,4444,47
196,99,1,4444,177,2022-08-12,Delivered,Wallet,Customer_177,58,Male,Delhi,2021-02-13,Product_99,Sports,4444,47
294,99,1,4444,147,2022-08-30,Delivered,Wallet,Customer_147,19,Female,Mumbai,2021-06-16,Product_99,Sports,4444,47
301,99,1,4444,82,2023-02-05,Cancelled,COD,Customer_82,42,Male,Delhi,2021-07-18,Product_99,Sports,4444,47
383,99,1,4444,193,2022-06-12,Delivered,Wallet,Customer_193,19,Male,Bangalore,2021-01-14,Product_99,Sports,4444,47
253,51,2,5712,162,2022-03-18,Returned,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_51,Electronics,2856,79
14,51,2,5712,105,2022-04-18,Returned,Wallet,Customer_105,50,Female,Bangalore,2021-06-16,Product_51,Electronics,2856,79
446,51,4,11424,83,2023-04-23,Delivered,Credit Card,Customer_83,24,Female,Mumbai,2021-01-28,Product_51,Electronics,2856,79
338,51,4,11424,154,2022-01-04,Delivered,Wallet,Customer_154,28,Female,Delhi,2021-06-22,Product_51,Electronics,2856,79
375,51,3,8568,154,2023-01-22,Delivered,UPI,Customer_154,28,Female,Delhi,2021-06-22,Product_51,Electronics,2856,79
458,51,4,11424,154,2022-04-12,Delivered,UPI,Customer_154,28,Female,Delhi,2021-06-22,Product_51,Electronics,2856,79
